noAnggota,link_foto,link_profil,nama,fraksi,dapil,akd_clean,ttl,agama,pendidikan,pekerjaan,organisasi,kotaLahir,usia,pendidikan_terakhir,is_kader,is_dewan,usia_kategori,rank_partai,partai
453,http://www.dpr.go.id//doksigota/photo/1812.jpg,http://www.dpr.go.id//blog/profil/id/1812,"H. ALIFUDDIN, S.E., M.M.",Fraksi Partai Keadilan Sejahtera,KALIMANTAN BARAT I,['Komisi IX'],Jakarta / 25 Agustus 1965,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SDN 3 pondok pinang . Tahun: 1971 - 1977</li><li>SMA , SMPN 87. Tahun: 1977 - 1981</li><li>SMA IPS , SMAN 29. Tahun: 1981 - 1984</li><li>DIPLOMA akuntansi, S TAN . Tahun: 1985 - 1988</li><li>S1 manajemen , UNTAN . Tahun: 1994 - 1998</li><li>S2 manajemen , UNTAN . Tahun: 2001 - 2005</li><li>S3 , . Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>wiraswasta , Sebagai: wiraswasta . Tahun: 2019 - 2019</li><li>perwakilan dpd ri , Sebagai: tenaga ahli . Tahun: 2014 - 2018</li><li>dprd prov Kal-bar, Sebagai: anggota . Tahun: 2009 - 2014</li><li>komisi III DPR RI , Sebagai: tenaga ahli . Tahun: 2006 - 2009</li><li>dprd kota pontianak, Sebagai: anggota . Tahun: 1999 - 2004</li><li>bpkp kalimantan barat , Sebagai: auditor . Tahun: 1988 - 2000</li><li>bpkp pusat , Sebagai: mahasiswa . Tahun: 1986 - 1988</li><li>kalimantan barat , Sebagai: angggota abdul rahmi . Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>WILDA DPP PKS , Sebagai: staf. Tahun: 2015 - 2020</li><li>MAJELIS SYUKRO PSK, Sebagai: anggota. Tahun: 2015 - 2020</li><li>MPW PKS KALBAR , Sebagai: ketua . Tahun: 2010 - 2015</li><li>WILDA DPP PKS, Sebagai: staf. Tahun: 2006 - 2010</li><li>DPW PKS KALBAR, Sebagai: sekertaris . Tahun: 2004 - 2006</li><li>DPW PK KALBAR, Sebagai: sekertaris . Tahun: 1999 - 2004</li><li>DPW PK KALBAR, Sebagai: wakil ketua . Tahun: 1998 - 1999</li><li>YRI , Sebagai: ketua . Tahun: 1992 - 1994</li><li>PII , Sebagai: anggota. Tahun: 1983 - 1985</li> </ul>
",Jakarta,55.0,6_s3,internal,dewan,"(49.0, 55.0]",7.0,PKS
454,http://www.dpr.go.id//doksigota/photo/1567.jpg,http://www.dpr.go.id//blog/profil/id/1567,"HABIB ABOE BAKAR ALHABSYI, SE",Fraksi Partai Keadilan Sejahtera,KALIMANTAN SELATAN I,['Komisi III'],Jakarta / 15 Oktober 1964,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , sd negeri 03 tanah abang. Tahun: 1973 - 1979</li><li>SMP , smp negeri 18 jakarta. Tahun: 1979 - 1982</li><li>SMA , sma negeri 7 jakarta. Tahun: 1982 - 1985</li><li>DIPLOMA , . Tahun:  - </li><li>S1 , STIE Bisnis Indonesia. Tahun:  - </li><li>S2 , STIE bisnis indonesia jakarta. Tahun: 2003 - 2007</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>DPR RI, Sebagai: anggota. Tahun: 2019 - 2014</li><li>anggota komisi III DPR RI , Sebagai: anggota. Tahun: 2014 - 2019</li><li>DPR RI, Sebagai: anggota. Tahun: 2004 - 2009</li><li>yayasan haji ummul , Sebagai: direktur . Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>partai Keadilan sejahtera , Sebagai: ketua Bid. Wilda Kalimantan . Tahun: 2015 - skrg</li><li>PAHAM Indonesia , Sebagai: pembina . Tahun: 2015 - skrg</li><li>lumbung informasi rakyat, Sebagai: pembina. Tahun: 2015 - skrg</li><li>Partai Keadilan sejahtera , Sebagai: wasekjend . Tahun: 1999 - 2004</li><li>Pelajar islam indonesia , Sebagai: pengurus daerah jakarta . Tahun: 1982 - 1988</li><li>ikatan osis se-jakarta , Sebagai: ketua . Tahun: 1982 - 1985</li><li>pramuka , Sebagai: dewan penggalang . Tahun: 1980 - 1982</li> </ul>
",Jakarta,56.0,5_s2,internal,dewan,"(55.0, 61.0]",7.0,PKS
455,http://www.dpr.go.id//doksigota/photo/540_AUS_HIDAYAT_NUR.jpg,http://www.dpr.go.id//blog/profil/id/540,K.H. AUS HIDAYAT NUR,Fraksi Partai Keadilan Sejahtera,KALIMANTAN TIMUR,['Komisi II'],GARUT / 20 Juli 1961,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SMA , SMAN 8 Jakarta. Tahun:  - </li><li>DIPLOMA , LIPIA Jakarta. Tahun:  - </li><li>S1 Sastra Arab, UI	. Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>DPR RI, Sebagai: ANGGOTA. Tahun: 2009 - 2014</li><li>MENGAJAR SMP ISLAM BAHAGIA JAKARTA, Sebagai: GURU. Tahun:  - </li><li>MENGAJAR SMA ISLAM AT-TAQWA JAKARTA, Sebagai: GURU. Tahun:  - </li><li>MENGAJAR SMA ISLAM AL-FHATIYAH JAKARTA, Sebagai: GURU. Tahun:  - </li><li>MUBALIGH KHAIRU UMMAT JAKARTA, Sebagai: . Tahun:  - </li><li>DOSEN STAI AL-QUDWAH DEPOK, Sebagai: DOSEN. Tahun:  - </li><li>DA'I  DAN PENULIS DEPOK, Sebagai: . Tahun:  - </li><li>WIRASWASTA, Sebagai: . Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>MUHIBBAH DAKWAH KE MALAYSIA , JERMAN , INGGRIS , PERANCIS , BELANDA , JEPANG   , Sebagai: . Tahun:  - </li><li>MEMBINA WILAYAH-WILAYAH PKS, Sebagai: . Tahun:  - </li><li>KETUA BPW (BIDANG PEMBINA WILAYAH) DPP PKS, Sebagai: KETUA. Tahun:  - </li><li>MAJELIS SYURO PKS, Sebagai: ANGGOTA. Tahun:  - </li><li>BPDO ( BADAN PENEGAK DISIPLIN ORGANISASI) DPP PKS, Sebagai: KETUA. Tahun:  - </li> </ul>
",GARUT,59.0,4_s1,internal,dewan,"(55.0, 61.0]",7.0,PKS
456,http://www.dpr.go.id//doksigota/photo/2020.jpg,http://www.dpr.go.id//blog/profil/id/2020,"Hj. SAKINAH ALJUFRI, S.Ag.",Fraksi Partai Keadilan Sejahtera,SULAWESI TENGAH,"['Badan Kerja Sama Antar Parlemen', 'Komisi X']",Solo / 02 Juni 1964,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , sdn 4 palu . Tahun: 1971 - 1977</li><li>SMP , tsanawiyah. Tahun: 1978 - 1981</li><li>SMA , aliah akh. palu. Tahun: 1981 - 1984</li><li>DIPLOMA , . Tahun:  - </li><li>S1 syariah, unisa . Tahun: 1991 - 1995</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li><font color=""red""><i>Data tidak ditemukan.</i></font></li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li><font color=""red""><i>Data tidak ditemukan.</i></font></li> </ul>
",Solo,56.0,4_s1,eksternal,non-dewan,"(55.0, 61.0]",7.0,PKS
457,http://www.dpr.go.id//doksigota/photo/1590.jpg,http://www.dpr.go.id//blog/profil/id/1590,"Dr. H. ANDI AKMAL PASLUDDIN, M.M.",Fraksi Partai Keadilan Sejahtera,SULAWESI SELATAN II,['Komisi IV'],Bone / 30 Desember 1974,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SDN NO.254 ULUBALANG. Tahun: 1981 - 1987</li><li>SMP , SMPN SALOMEKKO. Tahun: 1987 - 1990</li><li>SMA , SMA NI KAJUARA. Tahun: 1990 - 1993</li><li>S1 , INTITOTE PERTANIAN BOGOR. Tahun:  - 2000</li><li>S2 , INIVERSITAS NEGERI MAKASSAR. Tahun:  - </li><li>S3 , UNIVERSITAS NEGERI MAKASSAR. Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>DPR RI, Sebagai: Anggota. Tahun: 2014 - 2019</li><li>DPRD Prop Sul-Sel, Sebagai: Anggota. Tahun: 2009 - 2014</li><li>Anggota DPRD Prop Sul-Sel, Sebagai: Anggota. Tahun: 2004 - 2009</li><li>Pt.PNM, Sebagai: Staf. Tahun: 2002 - 2004</li><li>Pt.Asuransi Syariah Mubarakah, Sebagai: Kepala Cabang. Tahun: 2001 - 2002</li><li>Staf Bank Donia Jakarta, Sebagai: Staf. Tahun: 1999 - 2000</li><li>Peneliti Hellen Keller Indonesia, Sebagai: Peneliti. Tahun: 1998 - 1999</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>DPW PKS sulawesi Selatan, Sebagai: Ketua Umum. Tahun: 2012 - 2014</li><li>DPW PKS sulawesi Selatan, Sebagai: Ketua Bapilu. Tahun: 2007 - 2012</li><li>DPW PKS Sulawesi Selatan, Sebagai: Ketua PDD. Tahun: 2002 - 2004</li><li>DPD DKS Bogor, Sebagai: Kabip Pemuda. Tahun: 1998 - 1999</li><li>Ketua Kammi Bogor, Sebagai: Ketua. Tahun:  - 1999</li> </ul>
",Bone,46.0,6_s3,internal,dewan,"(44.0, 49.0]",7.0,PKS
458,http://www.dpr.go.id//doksigota/photo/2021.jpg,http://www.dpr.go.id//blog/profil/id/2021,"SAADIAH ULUPUTTY, S.T.",Fraksi Partai Keadilan Sejahtera,MALUKU,['Komisi VII'],Negeri Lima / 07 April 1973,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SDN 2 NEGERI LIMA . Tahun: 1980 - 1986</li><li>SMP , SMPN URENG . Tahun: 1986 - 1989</li><li>SMA TEKNIK PERKAPALAN, SMA N HILA-KAITETU. Tahun: 1989 - 1992</li><li>S1 TEKNIK KELAUTAN, UNIV PATTIMURA (UNPATTI). Tahun: 1992 - 2000</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>DPRD Provinsi Maluku, Sebagai: Anggota. Tahun: 2014 - 2019</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li><font color=""red""><i>Data tidak ditemukan.</i></font></li> </ul>
",Negeri Lima,47.0,4_s1,eksternal,dewan,"(44.0, 49.0]",7.0,PKS
459,http://www.dpr.go.id//doksigota/photo/2022.jpg,http://www.dpr.go.id//blog/profil/id/2022,"Hj. ILLIZA SA'ADUDDIN DJAMAL, S.E.",Fraksi Partai Persatuan Pembangunan,NANGGROE ACEH DARUSSALAM I,"['Badan Legislasi', 'Komisi X']",Kota Banda Aceh / 31 Desember 1973,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , MIN Banda Aceh. Tahun:  - 1985</li><li>SMP , MTsN III PP Jakarta. Tahun:  - 1988</li><li>SMA , SMA Negeri Banda Aceh. Tahun:  - 1991</li><li>S1 Manajemen, STIM Banda Aceh. Tahun:  - 2006</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>DPR RI, Sebagai: Anggota. Tahun: 2019 - 2024</li><li>Pemerintahan, Sebagai: Walikota. Tahun: 2014 - 2017</li><li>Pemerintahan, Sebagai: Wkl. Walikota banda Aceh. Tahun: 2012 - 2014</li><li>Pemerintahan, Sebagai: Wkl. Walikota Banda Aceh. Tahun: 2007 - 2012</li><li>DPRD Kota Banda Aceh, Sebagai: Anggota. Tahun: 2004 - 2006</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>PERPANI, Sebagai: Ketua Umum. Tahun: 2020 - </li><li>DPC Kota Banda Aceh, Sebagai: ketua. Tahun: 2011 - 2016</li><li>Komisi Lanjut Usia, Sebagai: Ketua. Tahun: 2011 - 2014</li><li>KB PII Kota Banda Aceh, Sebagai: Ketua. Tahun: 2009 - 2011</li><li>Kwarcab Pramuka Kota Banda Aceh, Sebagai: Ketua. Tahun: 2008 - 2012</li><li>DPD KNPI NAD, Sebagai: Ketua. Tahun: 2008 - 2008</li><li>FKKA, Sebagai: Wkl. Koordinator. Tahun: 2008 - 2012</li><li>Penanggulangan HIV-AIDS Kota Banda Aceh, Sebagai: Ketua. Tahun: 2007 - 2011</li><li>DPC Kota Banda Aceh, Sebagai: Ketua. Tahun: 2006 - 2011</li><li>Muslimah Parmusi, Sebagai: Sekretaris. Tahun: 2006 - 2011</li><li>Parmusi NAD, Sebagai: Bendahara. Tahun: 2003 - 2008</li><li>KB PII Kota Banda Aceh, Sebagai: Wkl. Bendahara. Tahun: 2003 - 2008</li><li>Parmusi NAD, Sebagai: Wkl. bendahara. Tahun: 2002 - 2007</li><li>Gerakan Pemuda Ka'bah, Sebagai: Wkl. Sekretaris. Tahun: 2002 - 2007</li><li>DPC PPP Kota Banda Aceh, Sebagai: Wkl. Bendahara. Tahun: 1999 - 2006</li> </ul>
",Kota Banda Aceh,47.0,4_s1,internal,dewan,"(44.0, 49.0]",9.0,PPP
460,http://www.dpr.go.id//doksigota/photo/1328.jpg,http://www.dpr.go.id//blog/profil/id/1328,Drs. H. ANWAR IDRIS,Fraksi Partai Persatuan Pembangunan,NANGGROE ACEH DARUSSALAM II,['Komisi VII'],Aceh Utara / 20 Januari 1956,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Tanoh Merah. Tahun: 1963 - 1970</li><li>SMP , SMP Lhokseumawe. Tahun: 1970 - 1973</li><li>SMA , SMA Lhokseumawe. Tahun: 1973 - 1976</li><li>S1 Keguruan, Universitas Al-Muslim. Tahun: 1980 - 1985</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>DPR RI, Sebagai: Anggota. Tahun: 2019 - 2024</li><li>DPR RI, Sebagai: Anggota. Tahun: 2014 - 2019</li><li>PT. AJB Bumiputera, Sebagai: Staff. Tahun: 1995 - 1995</li><li>Matang Geulumpang Dua, Sebagai: Guru. Tahun: 1987 - </li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>DPW PPP, Sebagai: Bendahara. Tahun: 2009 - </li><li>GMPI Aceh, Sebagai: Ketua. Tahun: 1998 - </li><li>PAC PPP, Sebagai: Ketua. Tahun: 1998 - </li><li>DPC PPP, Sebagai: Ketua. Tahun: 1985 - </li><li>NU, Sebagai: Pengurus Harian. Tahun:  - </li> </ul>
",Aceh Utara,64.0,4_s1,internal,dewan,"(61.0, 81.0]",9.0,PPP
461,"http://www.dpr.go.id//doksigota/photo/242_MUHAMMAD_IQBAL,_SE.jpg",http://www.dpr.go.id//blog/profil/id/242,"MUHAMMAD IQBAL, SE, M.Com",Fraksi Partai Persatuan Pembangunan,SUMATERA BARAT II,"['Badan Kerja Sama Antar Parlemen', 'Komisi I']",Medan / 04 Juni 1975,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Al-Ulum Medan. Tahun: 1981 - 1987</li><li>SMP , SMP Negeri 3 Medan. Tahun: 1987 - 1990</li><li>SMA , SMA Tunas Kartika I Medan. Tahun: 1990 - 1993</li><li>DIPLOMA , Leadership Effectiveness and New Strategic Development Trainning.. Tahun:  - 2008</li><li>DIPLOMA , LKKMD DPP. PPP. Tahun:  - 2012</li><li>S1 Ekonomi, Universitas Pancasila Jakarta. Tahun: 1994 - 2000</li><li>S2 Master of Commerce, University of Western Sidney Australia. Tahun: 2001 - 2003</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Anggota DPR RI, Sebagai: Anggota. Tahun: 2019 - 2024</li><li>Anggota DPR RI, Sebagai: Anggota. Tahun: 2014 - 2019</li><li>Anggota DPR RI, Sebagai: Anggota. Tahun: 2009 - 2014</li><li>PT. Gapura Angkasa , Sebagai: Analis SDM. Tahun: 2004 - 2007</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>PP. GM. PARMUSI, Sebagai: Wakil Ketua Umum. Tahun: 2012 - 2017</li><li>DPP. PPP, Sebagai: Wakil Departemen Kesehatan. Tahun: 2012 - 2017</li><li>PP. GMPI, Sebagai: Wakil Ketua Umum. Tahun: 2010 - 2015</li><li>Fraksi DPR RI, Sebagai: Wakil Bendahara. Tahun: 2009 - 2014</li><li>Fraksi MPR RI, Sebagai: Wakil Sekretaris. Tahun: 2009 - 2014</li><li>PP. PARMUSI, Sebagai: Wakil Sekretaris Jenderal. Tahun: 2005 - 2015</li> </ul>
",Medan,45.0,5_s2,internal,dewan,"(44.0, 49.0]",9.0,PPP
462,http://www.dpr.go.id//doksigota/photo/1772.jpg,http://www.dpr.go.id//blog/profil/id/1772,"Dr. H. SYAMSURIZAL, S.E., M.M.",Fraksi Partai Persatuan Pembangunan,RIAU I,"['Komisi II', 'Badan Legislasi']",Selat Panjang / 25 Juni 1955,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SDN I Bengkalis. Tahun: 1967 - 1970</li><li>SMP , SMPN I Bengkalis. Tahun: 1970 - 1973</li><li>SMA , SMA I Bengkalis. Tahun: 1973 - 1976</li><li>S1 Ekonomi Perusahaan, Universitas Riau. Tahun: 1980 - </li><li>S2 Manajemen SDM, Universitas Padjadjaran. Tahun: 2000 - </li><li>S3 Ekonomi &amp; Pentadbitan, Malaya University. Tahun: 2010 - </li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Sekretaris DPRD Prv. Riau, Sebagai: . Tahun: 2015 - </li><li>Staf Ahli Gubernur, Sebagai: . Tahun: 2014 - </li><li>Pj. Walikota Pekanbaru, Sebagai: . Tahun: 2011 - 2011</li><li>Balitbang, Sebagai: Staf. Tahun: 2010 - 2010</li><li>Inspektorat Prov. Riau, Sebagai: Kepala. Tahun: 2010 - 2015</li><li>Bupati Bengkalis, Sebagai: Bupati. Tahun: 2005 - 2010</li><li>Dipenda Prov. Riau, Sebagai: Kepala. Tahun: 2000 - 2000</li><li>Bupati Bengkalis, Sebagai: Bupati. Tahun: 2000 - 2005</li><li>Biro Keuangan Setda Prov.Riau, Sebagai: Kepala. Tahun: 1999 - 2000</li><li>Dipenda Bengkalis, Sebagai: Kepala. Tahun: 1997 - 1999</li><li>Bid, Perencanaan Dipenda Prov, Riau, Sebagai: Kepala. Tahun: 1983 - 1996</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>Pengurus Pusat PRSI, Sebagai: Waketum. Tahun: 2018 - skg</li><li>PENG.ROV.PRSI RIAU, Sebagai: Ketua Umum. Tahun: 2016 - 2019</li><li>PB PON Ke XVIII 2012 Riau, Sebagai: Ketua Harian. Tahun: 2010 - 2013</li><li>Asian Sepak Takraw Federation, Sebagai: Vice Presiden. Tahun: 2008 - 2014</li><li>Internasional Sepak Takraw Federation, Sebagai: Vice Presiden. Tahun: 2006 - 2012</li><li>PB PSTI, Sebagai: Ketua Umum. Tahun: 2004 - 2008</li><li>Badan Perwakilan Mahasiswa, Sebagai: Ketua Umum. Tahun: 1976 - 1979</li><li>Majelis Perwakilan Mahasiswa, Sebagai: Anggota. Tahun: 1975 - 1977</li><li>OSIS SMAN I Bengkalis, Sebagai: kabd.Olahraga. Tahun: 1971 - 1973</li> </ul>
",Selat Panjang,65.0,6_s3,eksternal,dewan,"(61.0, 81.0]",9.0,PPP
463,http://www.dpr.go.id//doksigota/photo/1773.jpeg,http://www.dpr.go.id//blog/profil/id/1773,ELLY RACHMAT YASIN,Fraksi Partai Persatuan Pembangunan,JAWA BARAT V,['Komisi VI'],Bogor / 09 Desember 1966,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD GIKI Bogor. Tahun: 1975 - 1980</li><li>SMP , SMPN @ Bogor. Tahun: 1980 - 1983</li><li>SMA , SMA PGRI I bogor. Tahun: 1983 - 1986</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li><font color=""red""><i>Data tidak ditemukan.</i></font></li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>DPC PPP Kab. Bogor, Sebagai: Ketua. Tahun: 2016 - 2021</li><li>Dekranasda Kab. Bogor, Sebagai: Ketua. Tahun: 2008 - 2019</li><li>PKK Kab. Bogor, Sebagai: Ketua. Tahun: 2008 - 2014</li> </ul>
",Bogor,54.0,2_sma,internal,non-dewan,"(49.0, 55.0]",9.0,PPP
464,http://www.dpr.go.id//doksigota/photo/216.jpg,http://www.dpr.go.id//blog/profil/id/216,"KH. ASEP AHMAD MAOSHUL AFFANDY, S.Sy",Fraksi Partai Persatuan Pembangunan,JAWA BARAT X,"['Mahkamah Kehormatan Dewan', 'Komisi IV']",Tasikmalaya / 14 Februari 1959,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , Pasir Panjang II. Tahun:  - 1974</li><li>SMP , Ma'hadul Miftaul Huda / Paket B. Tahun:  - 2005</li><li>SMA , Paket C. Tahun:  - 2008</li><li>S1 Syari'ah, Al-Azhar Banjar. Tahun: 2009 - 2014</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>DPR RI, Sebagai: Anggota. Tahun: 2019 - 2024</li><li>DPR RI, Sebagai: Anggita. Tahun: 2009 - 2014</li><li>Pondok Pesantren Miftahul Huda Manonjaya Tasikmalaya, Sebagai: Pimpinan Umum . Tahun: 1994 - Seka</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>Santri Tasikmalaya (DESTA), Sebagai: Penasihat Dewan. Tahun:  - </li><li>Keluarga Besar Putra Putri Polisi (KBPPP) Polresta Tasikmalaya., Sebagai: Penasihat. Tahun:  - </li><li>Tim Pemantau Bencana Alam Jawa Barat., Sebagai: . Tahun:  - </li><li>LSM GAMMAS (Gerakan Moral Masyarakat), Sebagai: Pimpinan. Tahun:  - </li><li>Tasikmalaya Solidarity Of Moslem (TSM), Sebagai: Ketua Presideum. Tahun:  - </li> </ul>
",Tasikmalaya,61.0,4_s1,internal,dewan,"(55.0, 61.0]",9.0,PPP
